@relation chunk

@attribute pos_1 {#, $, "''", (, ), ",", ., :, CC, CD, DT, EX, FW, IN, JJ, JJR, JJS, MD, NN, NNP, NNPS, NNS, PDT, POS, PRP, PRP$, RB, RBR, RBS, RP, SYM, TO, UH, VB, VBD, VBG, VBN, VBP, VBZ, WDT, WP, WP$, WRB, ``}
@attribute pos {#, $, "''", (, ), ",", ., :, CC, CD, DT, EX, FW, IN, JJ, JJR, JJS, MD, NN, NNP, NNPS, NNS, PDT, POS, PRP, PRP$, RB, RBR, RBS, RP, SYM, TO, UH, VB, VBD, VBG, VBN, VBP, VBZ, WDT, WP, WP$, WRB, ``}
@attribute pos1 {#, $, "''", (, ), ",", ., :, CC, CD, DT, EX, FW, IN, JJ, JJR, JJS, MD, NN, NNP, NNPS, NNS, PDT, POS, PRP, PRP$, RB, RBR, RBS, RP, SYM, TO, UH, VB, VBD, VBG, VBN, VBP, VBZ, WDT, WP, WP$, WRB, ``}
@attribute chunk {B-ADJP, B-ADVP, B-CONJP, B-INTJ, B-LST, B-NP, B-PP, B-PRT, B-SBAR, B-UCP, B-VP, I-ADJP, I-ADVP, I-CONJP, I-INTJ, I-NP, I-PP, I-PRT, I-SBAR, I-UCP, I-VP, O}

@data
., ``, VB, O
``, VB, VB, B-INTJ
VB, VB, PRP$, B-VP
VB, PRP$, NNS, B-NP
PRP$, NNS, ",", I-NP
NNS, ",", "''", O
",", "''", VBZ, O
"''", VBZ, NNP, B-VP
VBZ, NNP, NNP, B-NP
NNP, NNP, NNP, I-NP
NNP, NNP, ., I-NP
NNP, ., PRP, O
., PRP, VBZ, B-NP
PRP, VBZ, DT, B-VP
VBZ, DT, JJ, B-NP
DT, JJ, NNS, I-NP
JJ, NNS, VBD, I-NP
NNS, VBD, IN, B-VP
VBD, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, POS, I-NP
NN, POS, NNP, B-NP
POS, NNP, NNP, I-NP
NNP, NNP, NNP, I-NP
NNP, NNP, IN, I-NP
NNP, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, CD, B-NP
DT, CD, NN, I-NP
CD, NN, NN, I-NP
NN, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, POS, I-NP
NN, POS, JJS, B-NP
POS, JJS, NN, I-NP
JJS, NN, NN, I-NP
NN, NN, ., I-NP
NN, ., DT, O
., DT, NN, B-NP
DT, NN, VBZ, I-NP
NN, VBZ, DT, B-VP
VBZ, DT, NNS, B-NP
DT, NNS, TO, I-NP
NNS, TO, VB, B-VP
TO, VB, NN, I-VP
VB, NN, IN, B-ADJP
NN, IN, JJR, B-PP
IN, JJR, IN, B-NP
JJR, IN, $, I-NP
IN, $, CD, I-NP
$, CD, CD, I-NP
CD, CD, ., I-NP
CD, ., RB, O
., RB, DT, B-NP
RB, DT, NN, I-NP
DT, NN, VBZ, I-NP
NN, VBZ, VBN, B-VP
VBZ, VBN, ., I-VP
VBN, ., NNP, O
., NNP, NNP, B-NP
NNP, NNP, ",", I-NP
NNP, ",", DT, O
",", DT, NN, B-NP
DT, NN, POS, I-NP
NN, POS, JJ, B-NP
POS, JJ, JJ, I-NP
JJ, JJ, NN, I-NP
JJ, NN, ",", I-NP
NN, ",", VBZ, O
",", VBZ, DT, B-VP
VBZ, DT, VBG, B-NP
DT, VBG, DT, I-NP
VBG, DT, NN, B-NP
DT, NN, ., I-NP
NN, ., ``, O
., ``, PRP, O
``, PRP, VBZ, B-NP
PRP, VBZ, VBG, B-VP
VBZ, VBG, JJR, I-VP
VBG, JJR, TO, B-ADJP
JJR, TO, VB, B-VP
TO, VB, ",", I-VP
VB, ",", "''", O
",", "''", PRP, O
"''", PRP, VBZ, B-NP
PRP, VBZ, IN, B-VP
VBZ, IN, PRP, B-SBAR
IN, PRP, VBZ, B-NP
PRP, VBZ, DT, B-VP
VBZ, DT, NN, B-NP
DT, NN, ., I-NP
NN, ., RB, O
., RB, ., B-INTJ
RB, ., RB, O
., RB, ",", B-ADVP
RB, ",", DT, O
",", DT, NN, B-NP
DT, NN, VBD, I-NP
NN, VBD, TO, B-VP
VBD, TO, VB, I-VP
TO, VB, IN, I-VP
VB, IN, DT, B-PRT
IN, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, ",", I-NP
NN, ",", DT, O
",", DT, NN, B-NP
DT, NN, ",", I-NP
NN, ",", DT, O
",", DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, CC, I-NP
NN, CC, DT, O
CC, DT, JJ, B-NP
DT, JJ, JJ, I-NP
JJ, JJ, NN, I-NP
JJ, NN, ., I-NP
NN, ., IN, O
., IN, DT, B-PP
IN, DT, CD, B-NP
DT, CD, ",", I-NP
CD, ",", RB, O
",", RB, DT, B-NP
RB, DT, NN, B-NP
DT, NN, CC, I-NP
NN, CC, DT, O
CC, DT, NN, B-NP
DT, NN, VBD, I-NP
NN, VBD, NNS, B-VP
VBD, NNS, :, B-NP
NNS, :, CD, O
:, CD, RB, B-NP
CD, RB, ., B-ADVP
RB, ., IN, O
., IN, NNP, B-PP
IN, NNP, CD, B-NP
NNP, CD, ",", I-NP
CD, ",", NNP, O
",", NNP, NNP, B-NP
NNP, NNP, NNP, I-NP
NNP, NNP, VBD, I-NP
NNP, VBD, IN, B-VP
VBD, IN, PRP$, O
IN, PRP$, NN, B-NP
PRP$, NN, MD, I-NP
NN, MD, ``, B-VP
MD, ``, VB, I-VP
``, VB, IN, I-VP
VB, IN, IN, B-ADVP
IN, IN, NN, B-PP
IN, NN, "''", B-NP
NN, "''", IN, O
"''", IN, VBG, B-PP
IN, VBG, DT, B-VP
VBG, DT, CC, B-NP
DT, CC, NN, I-NP
CC, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, POS, I-NP
NN, POS, NNS, B-NP
POS, NNS, IN, I-NP
NNS, IN, DT, B-PP
IN, DT, JJ, B-NP
DT, JJ, NNS, I-NP
JJ, NNS, VBN, I-NP
NNS, VBN, IN, B-VP
VBN, IN, IN, B-PRT
IN, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, IN, I-NP
NN, IN, NNP, B-PP
IN, NNP, NNP, B-NP
NNP, NNP, ., I-NP
NNP, ., CD, O
., CD, NNS, B-NP
CD, NNS, RB, I-NP
NNS, RB, ",", B-ADVP
RB, ",", NNP, O
",", NNP, NNP, B-NP
NNP, NNP, POS, I-NP
NNP, POS, NN, B-NP
POS, NN, VBZ, I-NP
NN, VBZ, RB, B-VP
VBZ, RB, JJ, B-ADJP
RB, JJ, ., I-ADJP
JJ, ., NNP, O
., NNP, VBZ, B-NP
NNP, VBZ, DT, B-VP
VBZ, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, ., I-NP
NN, ., NNP, O
., NNP, VBZ, B-NP
NNP, VBZ, VBG, B-VP
VBZ, VBG, JJ, I-VP
VBG, JJ, JJ, B-NP
JJ, JJ, NNS, I-NP
JJ, NNS, IN, I-NP
NNS, IN, DT, B-PP
IN, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, CC, I-NP
NN, CC, VBZ, O
CC, VBZ, VBG, B-VP
VBZ, VBG, TO, I-VP
VBG, TO, VB, I-VP
TO, VB, NNS, I-VP
VB, NNS, RB, B-NP
NNS, RB, VBN, B-VP
RB, VBN, ., I-VP
VBN, ., IN, O
., IN, NN, B-PP
IN, NN, ",", B-NP
NN, ",", DT, O
",", DT, NN, B-NP
DT, NN, VBZ, I-NP
NN, VBZ, VBN, B-VP
VBZ, VBN, TO, I-VP
VBN, TO, VB, I-VP
TO, VB, NNS, I-VP
VB, NNS, IN, B-NP
NNS, IN, VBG, B-PP
IN, VBG, JJ, B-VP
VBG, JJ, NNPS, B-NP
JJ, NNPS, ",", I-NP
NNPS, ",", DT, O
",", DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, ",", I-NP
NN, ",", DT, O
",", DT, NN, B-NP
DT, NN, DT, I-NP
NN, DT, NN, B-NP
DT, NN, CC, B-NP
NN, CC, NN, I-NP
CC, NN, NN, I-NP
NN, NN, NNP, I-NP
NN, NNP, NNP, I-NP
NNP, NNP, VBZ, I-NP
NNP, VBZ, ``, B-VP
VBZ, ``, DT, O
``, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, NN, B-PP
IN, NN, ., B-NP
NN, ., "''", O
., "''", DT, O
"''", DT, VBD, B-NP
DT, VBD, ",", B-VP
VBD, ",", EX, O
",", EX, VBP, B-NP
EX, VBP, NNS, B-VP
VBP, NNS, IN, B-NP
NNS, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, VBN, I-NP
NN, VBN, IN, B-VP
VBN, IN, IN, B-PP
IN, IN, TO, B-NP
IN, TO, $, I-NP
TO, $, CD, I-NP
$, CD, CD, I-NP
CD, CD, ., I-NP
CD, ., DT, O
., DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, VBZ, I-NP
NN, VBZ, VBN, B-VP
VBZ, VBN, TO, I-VP
VBN, TO, VB, I-VP
TO, VB, DT, I-VP
VB, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, NNS, B-PP
IN, NNS, IN, B-NP
NNS, IN, NNS, B-PP
IN, NNS, CC, B-NP
NNS, CC, TO, O
CC, TO, VB, B-VP
TO, VB, RB, I-VP
VB, RB, VBN, B-NP
RB, VBN, NNS, I-NP
VBN, NNS, ., I-NP
NNS, ., RB, O
., RB, IN, B-NP
RB, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, NNS, B-NP
DT, NNS, VBZ, I-NP
NNS, VBZ, VBN, B-VP
VBZ, VBN, IN, I-VP
VBN, IN, DT, B-PP
IN, DT, JJ, B-NP
DT, JJ, JJ, I-NP
JJ, JJ, NN, I-NP
JJ, NN, ., I-NP
NN, ., CC, O
., CC, NNS, O
CC, NNS, VBP, B-NP
NNS, VBP, VBN, B-VP
VBP, VBN, VBN, I-VP
VBN, VBN, IN, I-VP
VBN, IN, JJ, B-PP
IN, JJ, NN, B-NP
JJ, NN, ",", I-NP
NN, ",", JJ, O
",", JJ, NN, B-NP
JJ, NN, ",", I-NP
NN, ",", DT, O
",", DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, WDT, I-NP
NN, WDT, VBZ, B-NP
WDT, VBZ, IN, B-VP
VBZ, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, POS, I-NP
NN, POS, NN, B-NP
POS, NN, ",", I-NP
NN, ",", JJ, O
",", JJ, NN, B-NP
JJ, NN, CC, I-NP
NN, CC, NN, O
CC, NN, NNS, B-NP
NN, NNS, ., I-NP
NNS, ., JJS, O
., JJS, RB, B-ADVP
JJS, RB, ",", I-ADVP
RB, ",", DT, O
",", DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, NNS, B-PP
IN, NNS, VBZ, B-NP
NNS, VBZ, VBN, B-VP
VBZ, VBN, VBN, I-VP
VBN, VBN, TO, I-VP
VBN, TO, DT, B-PP
TO, DT, NN, B-NP
DT, NN, ., I-NP
NN, ., RB, O
., RB, IN, B-PP
RB, IN, NN, I-PP
IN, NN, NN, B-VP
NN, NN, ",", B-NP
NN, ",", DT, O
",", DT, NN, B-NP
DT, NN, VBZ, I-NP
NN, VBZ, IN, B-VP
VBZ, IN, NN, B-PP
IN, NN, IN, B-NP
NN, IN, VBG, B-PP
IN, VBG, RB, B-VP
VBG, RB, JJR, B-ADVP
RB, JJR, IN, I-ADVP
JJR, IN, DT, B-SBAR
IN, DT, NN, B-NP
DT, NN, VBZ, I-NP
NN, VBZ, JJ, B-VP
VBZ, JJ, JJ, B-NP
JJ, JJ, NNS, I-NP
JJ, NNS, ., I-NP
NNS, ., DT, O
., DT, NN, B-NP
DT, NN, VBZ, I-NP
NN, VBZ, TO, B-VP
VBZ, TO, VB, I-VP
TO, VB, IN, I-VP
VB, IN, DT, B-SBAR
IN, DT, RBR, O
DT, RBR, JJ, O
RBR, JJ, DT, O
JJ, DT, NN, B-NP
DT, NN, ",", I-NP
NN, ",", DT, O
",", DT, JJR, O
DT, JJR, DT, O
JJR, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, ., I-NP
NN, ., ``, O
., ``, PRP, O
``, PRP, RB, B-NP
PRP, RB, VBP, B-ADVP
RB, VBP, RB, B-VP
VBP, RB, VB, I-VP
RB, VB, DT, I-VP
VB, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, VBG, I-NP
NN, VBG, ",", B-VP
VBG, ",", "''", O
",", "''", VBZ, O
"''", VBZ, DT, B-VP
VBZ, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, ., I-NP
NN, ., TO, O
., TO, VB, B-VP
TO, VB, JJ, I-VP
VB, JJ, ",", B-ADJP
JJ, ",", DT, O
",", DT, NN, B-NP
DT, NN, VBZ, I-NP
NN, VBZ, RB, B-VP
VBZ, RB, RB, I-VP
RB, RB, VBN, I-VP
RB, VBN, ., I-VP
VBN, ., DT, O
., DT, NNP, B-NP
DT, NNP, NNP, I-NP
NNP, NNP, NNP, I-NP
NNP, NNP, ",", I-NP
NNP, ",", DT, O
",", DT, NN, B-NP
DT, NN, RB, I-NP
NN, RB, JJ, B-ADJP
RB, JJ, IN, I-ADJP
JJ, IN, VBG, B-PP
IN, VBG, JJ, B-VP
VBG, JJ, NNS, B-NP
JJ, NNS, ",", I-NP
NNS, ",", VBZ, O
",", VBZ, VBN, B-VP
VBZ, VBN, NNS, I-VP
VBN, NNS, IN, B-NP
NNS, IN, JJR, B-PP
IN, JJR, IN, B-NP
JJR, IN, $, I-NP
IN, $, CD, I-NP
$, CD, CD, I-NP
CD, CD, IN, I-NP
CD, IN, PRP, B-SBAR
IN, PRP, VBD, B-NP
PRP, VBD, VBG, B-VP
VBD, VBG, IN, I-VP
VBG, IN, NNP, B-PP
IN, NNP, CD, B-NP
NNP, CD, ., I-NP
CD, ., CC, O
., CC, PRP$, O
CC, PRP$, NN, B-NP
PRP$, NN, VBZ, I-NP
NN, VBZ, VBN, B-VP
VBZ, VBN, RB, I-VP
VBN, RB, IN, B-ADVP
RB, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, JJ, B-PP
IN, JJ, ",", B-NP
JJ, ",", JJ, I-NP
",", JJ, NNS, I-NP
JJ, NNS, ",", I-NP
NNS, ",", WDT, O
",", WDT, VBP, B-NP
WDT, VBP, VBN, B-VP
VBP, VBN, IN, I-VP
VBN, IN, PRP$, B-PP
IN, PRP$, NNS, B-NP
PRP$, NNS, ., I-NP
NNS, ., VBG, O
., VBG, IN, B-VP
VBG, IN, DT, B-PP
IN, DT, NNS, B-NP
DT, NNS, DT, I-NP
NNS, DT, NN, B-NP
DT, NN, MD, I-NP
NN, MD, VB, B-VP
MD, VB, RB, I-VP
VB, RB, VBG, B-ADJP
RB, VBG, IN, I-ADJP
VBG, IN, RB, B-SBAR
IN, RB, DT, B-NP
RB, DT, NN, I-NP
DT, NN, WDT, I-NP
NN, WDT, VBZ, B-NP
WDT, VBZ, VBN, B-VP
VBZ, VBN, DT, I-VP
VBN, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, VBZ, I-NP
NN, VBZ, VBG, B-VP
VBZ, VBG, IN, I-VP
VBG, IN, RB, B-PRT
IN, RB, ., B-ADVP
RB, ., NNP, O
., NNP, NNP, B-NP
NNP, NNP, ",", I-NP
NNP, ",", DT, O
",", DT, NNP, B-NP
DT, NNP, NNP, I-NP
NNP, NNP, POS, I-NP
NNP, POS, JJ, B-NP
POS, JJ, NN, I-NP
JJ, NN, ",", I-NP
NN, ",", VBZ, O
",", VBZ, TO, B-VP
VBZ, TO, WP, B-PP
TO, WP, PRP, B-NP
WP, PRP, VBZ, B-NP
PRP, VBZ, ``, B-VP
VBZ, ``, JJ, O
``, JJ, NNS, B-NP
JJ, NNS, ., I-NP
NNS, ., "''", O
., "''", IN, O
"''", IN, NN, B-PP
IN, NN, IN, B-NP
NN, IN, DT, B-PP
IN, DT, JJ, B-NP
DT, JJ, NNS, I-NP
JJ, NNS, RB, I-NP
NNS, RB, ",", B-ADVP
RB, ",", PRP, O
",", PRP, VBZ, B-NP
PRP, VBZ, ",", B-VP
VBZ, ",", DT, O
",", DT, NN, B-NP
DT, NN, VBZ, I-NP
NN, VBZ, VBG, B-VP
VBZ, VBG, DT, I-VP
VBG, DT, ``, B-NP
DT, ``, NN, I-NP
``, NN, IN, I-NP
NN, IN, NN, B-PP
IN, NN, ., B-NP
NN, ., "''", O
., "''", NNP, O
"''", NNP, POS, B-NP
NNP, POS, NNS, B-NP
POS, NNS, VBD, I-NP
NNS, VBD, WRB, B-VP
VBD, WRB, DT, B-ADVP
WRB, DT, NN, B-NP
DT, NN, VBD, I-NP
NN, VBD, TO, B-VP
VBD, TO, VB, I-VP
TO, VB, DT, I-VP
VB, DT, JJ, B-NP
DT, JJ, JJ, I-NP
JJ, JJ, NN, I-NP
JJ, NN, ",", I-NP
NN, ",", NNP, O
",", NNP, NNP, B-NP
NNP, NNP, ",", I-NP
NNP, ",", IN, O
",", IN, DT, B-PP
IN, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, IN, I-NP
NN, IN, CD, B-PP
IN, CD, CD, B-NP
CD, CD, NNS, I-NP
CD, NNS, (, I-NP
NNS, (, $, O
(, $, CD, B-NP
$, CD, CD, I-NP
CD, CD, ), I-NP
CD, ), ., O
), ., IN, O
., IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, ",", I-NP
NN, ",", DT, O
",", DT, NN, B-NP
DT, NN, RB, I-NP
NN, RB, MD, B-ADVP
RB, MD, VB, B-VP
MD, VB, DT, I-VP
VB, DT, NN, B-NP
DT, NN, ., I-NP
NN, ., CC, O
., CC, RB, O
CC, RB, IN, B-PP
RB, IN, DT, I-PP
IN, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, ",", I-NP
NN, ",", RB, O
",", RB, DT, B-NP
RB, DT, NN, I-NP
DT, NN, NN, I-NP
NN, NN, MD, I-NP
NN, MD, VB, B-VP
MD, VB, VBN, I-VP
VB, VBN, ., I-VP
VBN, ., NNS, O
., NNS, VBP, B-NP
NNS, VBP, ",", B-VP
VBP, ",", RB, O
",", RB, ",", B-ADVP
RB, ",", IN, O
",", IN, DT, B-SBAR
IN, DT, NN, B-NP
DT, NN, MD, I-NP
NN, MD, VB, B-VP
MD, VB, NN, I-VP
VB, NN, VBG, B-NP
NN, VBG, DT, B-VP
VBG, DT, NN, B-NP
DT, NN, RB, I-NP
NN, RB, IN, B-ADVP
RB, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, ., I-NP
NN, ., DT, O
., DT, NN, B-NP
DT, NN, VBZ, I-NP
NN, VBZ, DT, B-VP
VBZ, DT, JJ, B-NP
DT, JJ, JJ, I-NP
JJ, JJ, NN, I-NP
JJ, NN, ",", I-NP
NN, ",", PRP, O
",", PRP, VBP, B-NP
PRP, VBP, ., B-VP
VBP, ., IN, O
., IN, NN, B-PP
IN, NN, ",", B-NP
NN, ",", JJ, O
",", JJ, NN, B-NP
JJ, NN, NNS, I-NP
NN, NNS, VBP, I-NP
NNS, VBP, DT, B-VP
VBP, DT, NN, B-NP
DT, NN, POS, I-NP
NN, POS, JJ, B-NP
POS, JJ, NN, I-NP
JJ, NN, ",", I-NP
NN, ",", NNP, O
",", NNP, NNP, B-NP
NNP, NNP, ",", I-NP
NNP, ",", DT, O
",", DT, NN, B-NP
DT, NN, TO, I-NP
NN, TO, VB, B-VP
TO, VB, DT, I-VP
VB, DT, JJS, B-NP
DT, JJS, NN, I-NP
JJS, NN, ., I-NP
NN, ., NNP, O
., NNP, NNP, B-NP
NNP, NNP, VBD, I-NP
NNP, VBD, NN, B-VP
VBD, NN, TO, B-NP
NN, TO, DT, B-PP
TO, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, CD, B-PP
IN, CD, WRB, B-NP
CD, WRB, DT, B-ADVP
WRB, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, VBD, I-NP
NN, VBD, NN, B-VP
VBD, NN, NNS, B-NP
NN, NNS, TO, I-NP
NNS, TO, DT, B-PP
TO, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, ., I-NP
NN, ., IN, O
., IN, CD, B-PP
IN, CD, ",", B-NP
CD, ",", DT, O
",", DT, NNS, B-NP
DT, NNS, VBD, I-NP
NNS, VBD, VBN, B-VP
VBD, VBN, IN, I-VP
VBN, IN, NN, B-PP
IN, NN, ",", B-NP
NN, ",", VBG, O
",", VBG, NNP, B-VP
VBG, NNP, CD, B-NP
NNP, CD, NN, B-NP
CD, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, ",", I-NP
NN, ",", CC, O
",", CC, IN, O
CC, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, NNP, B-SBAR
IN, NNP, NNP, B-NP
NNP, NNP, VBD, I-NP
NNP, VBD, NN, B-VP
VBD, NN, NNS, B-NP
NN, NNS, ., I-NP
NNS, ., PRP$, O
., PRP$, NN, B-NP
PRP$, NN, TO, I-NP
NN, TO, VB, B-VP
TO, VB, DT, I-VP
VB, DT, NN, B-NP
DT, NN, VBZ, I-NP
NN, VBZ, VBN, B-VP
VBZ, VBN, IN, I-VP
VBN, IN, JJ, B-PRT
IN, JJ, JJ, B-NP
JJ, JJ, NNS, I-NP
JJ, NNS, ., I-NP
NNS, ., RB, O
., RB, ",", B-ADVP
RB, ",", DT, O
",", DT, NN, B-NP
DT, NN, MD, I-NP
NN, MD, VB, B-VP
MD, VB, RB, I-VP
VB, RB, IN, B-ADVP
RB, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, TO, I-NP
NN, TO, VB, B-VP
TO, VB, DT, I-VP
VB, DT, CD, B-NP
DT, CD, NN, I-NP
CD, NN, NN, I-NP
NN, NN, IN, I-NP
NN, IN, NNP, B-PP
IN, NNP, NNP, B-NP
NNP, NNP, NNP, I-NP
NNP, NNP, IN, I-NP
NNP, IN, DT, B-PP
IN, DT, NNP, B-NP
DT, NNP, ",", I-NP
NNP, ",", CC, O
",", CC, NNP, O
CC, NNP, ",", B-NP
NNP, ",", IN, O
",", IN, DT, B-SBAR
IN, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, VBZ, I-NP
NN, VBZ, VBN, B-VP
VBZ, VBN, ., I-VP
VBN, ., DT, O
., DT, NN, B-NP
DT, NN, MD, I-NP
NN, MD, VB, B-VP
MD, VB, IN, I-VP
VB, IN, WRB, B-PP
IN, WRB, JJ, B-NP
WRB, JJ, NNP, I-NP
JJ, NNP, NNS, B-NP
NNP, NNS, VBP, I-NP
NNS, VBP, IN, B-VP
VBP, IN, DT, B-PP
IN, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, NN, I-NP
NN, NN, ., I-NP
NN, ., CC, O
., CC, VBG, O
CC, VBG, TO, B-PP
VBG, TO, NNS, B-PP
TO, NNS, CC, B-NP
NNS, CC, NN, O
CC, NN, NNS, B-NP
NN, NNS, WP, I-NP
NNS, WP, VBP, B-NP
WP, VBP, VBN, B-VP
VBP, VBN, DT, I-VP
VBN, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, ",", I-NP
NN, ",", NN, O
",", NN, VBZ, B-NP
NN, VBZ, RB, B-VP
VBZ, RB, DT, O
RB, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, ., I-NP
NN, ., IN, O
., IN, PRP, B-SBAR
IN, PRP, VBZ, B-NP
PRP, VBZ, RB, B-VP
VBZ, RB, ",", B-ADVP
RB, ",", DT, O
",", DT, NN, B-NP
DT, NN, MD, I-NP
NN, MD, VB, B-VP
MD, VB, TO, I-VP
VB, TO, VB, I-VP
TO, VB, CD, I-VP
VB, CD, NN, B-NP
CD, NN, IN, I-NP
NN, IN, NNP, B-PP
IN, NNP, IN, B-NP
NNP, IN, DT, B-SBAR
IN, DT, CD, B-NP
DT, CD, NN, I-NP
CD, NN, NN, I-NP
NN, NN, VBZ, I-NP
NN, VBZ, VBN, B-VP
VBZ, VBN, ., I-VP
VBN, ., (, O
., (, IN, O
(, IN, CD, B-NP
IN, CD, NN, I-NP
CD, NN, IN, I-NP
NN, IN, NNP, B-PP
IN, NNP, VBZ, B-NP
NNP, VBZ, RB, B-VP
VBZ, RB, VBN, I-VP
RB, VBN, CC, I-VP
VBN, CC, JJ, O
CC, JJ, NNS, B-NP
JJ, NNS, VB, I-NP
NNS, VB, DT, B-VP
VB, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, ., I-NP
NN, ., ), O
., ), JJ, O
), JJ, NNS, B-NP
JJ, NNS, ",", I-NP
NNS, ",", RB, B-NP
",", RB, JJ, I-NP
RB, JJ, NNS, B-NP
JJ, NNS, ",", I-NP
NNS, ",", VBP, O
",", VBP, JJ, B-VP
VBP, JJ, TO, B-ADJP
JJ, TO, VB, B-VP
TO, VB, DT, I-VP
VB, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, ",", B-NP
IN, ",", IN, O
",", IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, POS, I-NP
NN, POS, JJ, B-NP
POS, JJ, NN, I-NP
JJ, NN, ",", I-NP
NN, ",", VBZ, O
",", VBZ, DT, B-VP
VBZ, DT, $, B-NP
DT, $, CD, I-NP
$, CD, CD, I-NP
CD, CD, IN, I-NP
CD, IN, JJ, B-PP
IN, JJ, NN, B-NP
JJ, NN, IN, I-NP
NN, IN, NN, B-PP
IN, NN, ., B-NP
NN, ., DT, O
., DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, VBG, B-PP
IN, VBG, IN, B-VP
VBG, IN, DT, B-PP
IN, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, IN, I-NP
NN, IN, VBG, B-PP
IN, VBG, NN, B-VP
VBG, NN, NN, B-NP
NN, NN, VBN, I-NP
NN, VBN, IN, B-VP
VBN, IN, JJS, B-NP
IN, JJS, CD, I-NP
JJS, CD, JJ, I-NP
CD, JJ, NNS, I-NP
JJ, NNS, ",", I-NP
NNS, ",", VBG, O
",", VBG, DT, B-PP
VBG, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, NNP, B-NP
DT, NNP, NN, I-NP
NNP, NN, IN, I-NP
NN, IN, NNP, B-PP
IN, NNP, ",", B-NP
NNP, ",", TO, O
",", TO, VB, B-VP
TO, VB, IN, I-VP
VB, IN, IN, B-ADVP
IN, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, ",", I-NP
NN, ",", DT, O
",", DT, NNS, B-NP
DT, NNS, CC, I-NP
NNS, CC, NNS, I-NP
CC, NNS, VBP, I-NP
NNS, VBP, ., B-VP
VBP, ., NNP, O
., NNP, NNP, B-NP
NNP, NNP, VBZ, I-NP
NNP, VBZ, DT, B-VP
